state,year,month,tavg
Texas,2000,2,67.2
Texas,2000,3,51.1
Texas,2000,4,42.4
Texas,2001,5,43.9
Texas,2001,6,51.9
Texas,2001,7,53.3
Texas,2001,8,67.8
Texas,2001,9,74.1
Texas,2001,10,80.9
Texas,2001,11,85.1
Texas,2001,12,82.8
Texas,2001,1,74.9
Texas,2001,2,65.4
Texas,2001,3,58.9
Texas,2001,4,49.4
Texas,2002,5,48.7
Texas,2002,6,47.1
Texas,2002,7,55.4
Texas,2002,8,69.1
Texas,2002,9,74
Texas,2002,10,80.6
Texas,2002,11,80.9
Texas,2002,12,82.8
Texas,2002,1,76
Texas,2002,2,64.9
Texas,2002,3,53
Texas,2002,4,47.8
Texas,2003,5,46.2
Texas,2003,6,48.3
Texas,2003,7,57.2
Texas,2003,8,66.6
Texas,2003,9,75.8
Texas,2003,10,78.5
Texas,2003,11,82.1
Texas,2003,12,82.9
Texas,2003,1,73.9
Texas,2003,2,67.4
Texas,2003,3,58
Texas,2003,4,49.1
Texas,2004,5,48.9
Texas,2004,6,47.4
Texas,2004,7,61.8
Texas,2004,8,64.3
Texas,2004,9,73.7
Texas,2004,10,78.7
Texas,2004,11,80.7
Texas,2004,12,79.2
Texas,2004,1,75.2
Texas,2004,2,69.7
Texas,2004,3,55.7
Texas,2004,4,47.6
Texas,2005,5,50.7
Texas,2005,6,51.9
Texas,2005,7,56.5
Texas,2005,8,64.3
Texas,2005,9,71.8
Texas,2005,10,80.5
Texas,2005,11,82.4
Texas,2005,12,81.3
Texas,2005,1,79.9
Texas,2005,2,66.4
Texas,2005,3,58.7
Texas,2005,4,47.2
Texas,2006,5,52.9
Texas,2006,6,50.2
Texas,2006,7,61.1
Texas,2006,8,70.7
Texas,2006,9,75.7
Texas,2006,10,80.8
Texas,2006,11,83.4
Texas,2006,12,83.6
Texas,2006,1,74.1
Texas,2006,2,66.8
Texas,2006,3,57.9
Texas,2006,4,48.2
Texas,2007,5,42.5
Texas,2007,6,49.4
Texas,2007,7,61.9
Texas,2007,8,61.7
Texas,2007,9,71.4
Texas,2007,10,77.9
Texas,2007,11,79
Texas,2007,12,81.8
Texas,2007,1,77.1
Texas,2007,2,68.6
Texas,2007,3,57.6
Texas,2007,4,49.2
Texas,2008,5,46.1
Texas,2008,6,53.2
Texas,2008,7,58.4
Texas,2008,8,65.3
Texas,2008,9,74.3
Texas,2008,10,82.9
Texas,2008,11,81.7
Texas,2008,12,80.8
Texas,2008,1,73.3
Texas,2008,2,65.4
Texas,2008,3,56.8
Texas,2008,4,48.2
Texas,2009,5,47.9
Texas,2009,6,55.5
Texas,2009,7,59.5
Texas,2009,8,64.8
Texas,2009,9,73.6
Texas,2009,10,81.7
Texas,2009,11,84.1
Texas,2009,12,83.3
Texas,2009,1,74.1
Texas,2009,2,64.2
Texas,2009,3,57.3
Texas,2009,4,43.1
Texas,2010,5,44.4
Texas,2010,6,44
Texas,2010,7,54.8
Texas,2010,8,65.1
Texas,2010,9,73.8
Texas,2010,10,82.7
Texas,2010,11,81.4
Texas,2010,12,84.4
Texas,2010,1,77.7
Texas,2010,2,67.2
Texas,2010,3,56.6
Texas,2010,4,49.2
Texas,2011,5,45
Texas,2011,6,48.7
Texas,2011,7,61.8
Texas,2011,8,70.3
Texas,2011,9,74.1
Texas,2011,10,85.2
Texas,2011,11,87
Texas,2011,12,88.2
Texas,2011,1,77.9
Texas,2011,2,66.9
Texas,2011,3,56.9
Texas,2011,4,46.1
Texas,2012,5,50.4
Texas,2012,6,51.8
Texas,2012,7,63.2
Texas,2012,8,70.2
Texas,2012,9,75.5
Texas,2012,10,82.4
Texas,2012,11,83.4
Texas,2012,12,83.7
Texas,2012,1,76.6
Texas,2012,2,65.9
Texas,2012,3,59
Texas,2012,4,51.1
Texas,2013,5,47.9
Texas,2013,6,51.7
Texas,2013,7,57.2
Texas,2013,8,63
Texas,2013,9,72.5
Texas,2013,10,81.8
Texas,2013,11,81.3
Texas,2013,12,83.3
Texas,2013,1,78.2
Texas,2013,2,66.7
Texas,2013,3,52.9
Texas,2013,4,44.8
Texas,2014,5,44.5
Texas,2014,6,48.4
Texas,2014,7,54.8
Texas,2014,8,65.4
Texas,2014,9,72
Texas,2014,10,80.6
Texas,2014,11,81.7
Texas,2014,12,82.6
Texas,2014,1,76.4
Texas,2014,2,69.6
Texas,2014,3,51.5
Texas,2014,4,50.7
Texas,2015,5,44
Texas,2015,6,48.2
Texas,2015,7,56.2
Texas,2015,8,66.6
Texas,2015,9,71.6
Texas,2015,10,79.3
Texas,2015,11,83.2
Texas,2015,12,83.3
Texas,2015,1,79.2
Texas,2015,2,69.2
Texas,2015,3,57.3
Texas,2015,4,51.5
Texas,2016,5,46.4
Texas,2016,6,54.4
Texas,2016,7,61.2
Texas,2016,8,66.1
Texas,2016,9,71.6
Texas,2016,10,80.1
Texas,2016,11,85.4
Texas,2016,12,81.5
Texas,2016,1,77.6
Texas,2016,2,70.9
Texas,2016,3,61
Texas,2016,4,49.6
Texas,2017,5,50.7
Texas,2017,6,58.4
Texas,2017,7,63.6
Texas,2017,8,67.1
Texas,2017,9,71.9
Texas,2017,10,80.6
Texas,2017,11,83.6
Texas,2017,12,80.7
Texas,2017,1,76.5
Texas,2017,2,66.5
Texas,2017,3,60.2
Texas,2017,4,47.8
Texas,2018,5,43.8
Texas,2018,6,52.2
Texas,2018,7,61.6
Texas,2018,8,62.9
Utah,1950,9,22.6
Utah,1950,10,31.2
Utah,1950,11,36.8
Utah,1950,12,46.3
Utah,1950,1,51.8
Utah,1950,2,62.4
Utah,1950,3,69.6
Utah,1950,4,68
Utah,1950,5,59.9
Utah,1950,6,54.1
Utah,1950,7,39.2
Utah,1950,8,32.9
Utah,1951,9,26.2
Utah,1951,10,31.4
Utah,1951,11,35
Utah,1951,12,46.3
Utah,1951,1,54.9
Utah,1951,2,61.6
Utah,1951,3,72.6
Utah,1951,4,68.4
Utah,1951,5,61.4
Utah,1951,6,47.6
Utah,1951,7,32.9
Utah,1951,8,23.3
Utah,1952,9,22.9
Utah,1952,10,25.9
Utah,1952,11,30.1
Utah,1952,12,46.4
Utah,1952,1,56.3
Utah,1952,2,63.7
Utah,1952,3,70.6
Utah,1952,4,70.6
Utah,1952,5,63.1
Utah,1952,6,53.4
Utah,1952,7,31.5
Utah,1952,8,27.4
Utah,1953,9,33.7
Utah,1953,10,30.9
Utah,1953,11,38.8
Utah,1953,12,43.4
Utah,1953,1,49.3
Utah,1953,2,64.2
Utah,1953,3,73.4
Utah,1953,4,68.6
Utah,1953,5,63.4
Utah,1953,6,49.4
Utah,1953,7,39.5
Utah,1953,8,25.6
Utah,1954,9,30
Utah,1954,10,35.8
Utah,1954,11,35.4
Utah,1954,12,49.8
Utah,1954,1,58.1
Utah,1954,2,63.1
Utah,1954,3,73.8
Utah,1954,4,68.2
Utah,1954,5,61.7
Utah,1954,6,50.3
Utah,1954,7,39.9
Utah,1954,8,25.8
Utah,1955,9,20
Utah,1955,10,20.2
Utah,1955,11,33.5
Utah,1955,12,42.6
Utah,1955,1,53.7
Utah,1955,2,62.4
Utah,1955,3,70.9
Utah,1955,4,71
Utah,1955,5,62.1
Utah,1955,6,50.8
Utah,1955,7,33.9
Utah,1955,8,32.5
Utah,1956,9,33.5
Utah,1956,10,25.2
Utah,1956,11,37.9
Utah,1956,12,45.7
Utah,1956,1,56.9
Utah,1956,2,66.8
Utah,1956,3,71.2
Utah,1956,4,67.2
Utah,1956,5,63.6
Utah,1956,6,49.3
Utah,1956,7,31.5
Utah,1956,8,26.4
Utah,1957,9,24.1
Utah,1957,10,34.1
Utah,1957,11,38.8
Utah,1957,12,43.9
Utah,1957,1,51.8
Utah,1957,2,64.1
Utah,1957,3,71
Utah,1957,4,69.7
Utah,1957,5,60.1
Utah,1957,6,48.2
Utah,1957,7,31.5
Utah,1957,8,30.6
Utah,1958,9,27.3
Utah,1958,10,36.5
Utah,1958,11,34.1
Utah,1958,12,42.7
Utah,1958,1,59
Utah,1958,2,66.2
Utah,1958,3,70.3
Utah,1958,4,72.4
Utah,1958,5,61.8
Utah,1958,6,51
Utah,1958,7,35.9
Utah,1958,8,33.7
Utah,1959,9,29.7
Utah,1959,10,31.1
Utah,1959,11,37.4
Utah,1959,12,47.4
Utah,1959,1,53.2
Utah,1959,2,67.8
Utah,1959,3,73.2
Utah,1959,4,69.2
Utah,1959,5,58.9
Utah,1959,6,49
Utah,1959,7,36.2
Utah,1959,8,28.6
Utah,1960,9,22.2
Utah,1960,10,25.7
Utah,1960,11,39.3
Utah,1960,12,46.8
Utah,1960,1,55
Utah,1960,2,66.8
Utah,1960,3,73.8
Utah,1960,4,69.5
Utah,1960,5,64.1
Utah,1960,6,48.8
Utah,1960,7,37.8
Utah,1960,8,27.6
Utah,1961,9,27.2
Utah,1961,10,34.3
Utah,1961,11,37.3
Utah,1961,12,45.1
Utah,1961,1,55.4
Utah,1961,2,68.8
Utah,1961,3,73.3
Utah,1961,4,70.6
Utah,1961,5,55.9
Utah,1961,6,47.3
Utah,1961,7,33
Utah,1961,8,24.7
Utah,1962,9,22
Utah,1962,10,31.8
Utah,1962,11,32.5
Utah,1962,12,49.4
Utah,1962,1,53.4
Utah,1962,2,63.6
Utah,1962,3,70.1
Utah,1962,4,69.2
Utah,1962,5,62.2
Utah,1962,6,51.4
Utah,1962,7,40.2
Utah,1962,8,28.8
Utah,1963,9,20.1
Utah,1963,10,37.4
Utah,1963,11,36
Utah,1963,12,42.3
Utah,1963,1,58.4
Utah,1963,2,61.4
Utah,1963,3,72.6
Utah,1963,4,70.4
Utah,1963,5,63.8
Utah,1963,6,54.7
Utah,1963,7,38.1
Utah,1963,8,25.6
Utah,1964,9,23.7
Utah,1964,10,25.3
Utah,1964,11,30.6
Utah,1964,12,43.2
Utah,1964,1,53.5
Utah,1964,2,61.6
Utah,1964,3,73.6
Utah,1964,4,68.6
Utah,1964,5,59.4
Utah,1964,6,51.9
Utah,1964,7,32.5
Utah,1964,8,28.9
Utah,1965,9,30.3
Utah,1965,10,30.1
Utah,1965,11,33.7
Utah,1965,12,45.1
Utah,1965,1,51.3
Utah,1965,2,60.5
Utah,1965,3,70.1
Utah,1965,4,67.5
Utah,1965,5,54.9
Utah,1965,6,51.8
Utah,1965,7,41.3
Utah,1965,8,28.3
Utah,1966,9,25.2
Utah,1966,10,26.2
Utah,1966,11,38.2
Utah,1966,12,45.8
Utah,1966,1,58.1
Utah,1966,2,64.5
Utah,1966,3,72.9
Utah,1966,4,70.2
Utah,1966,5,62.2
Utah,1966,6,48.1
Utah,1966,7,39.9
Utah,1966,8,25.4
Utah,1967,9,25.7
Utah,1967,10,32.1
Utah,1967,11,40.7
Utah,1967,12,41.5
Utah,1967,1,52.6
Utah,1967,2,60
Utah,1967,3,72.5
Utah,1967,4,71.2
Utah,1967,5,61.8
Utah,1967,6,50.6
Utah,1967,7,39.7
Utah,1967,8,21.1
Utah,1968,9,21.8
Utah,1968,10,34.6
Utah,1968,11,39.6
Utah,1968,12,41.3
Utah,1968,1,53.3
Utah,1968,2,64.7
Utah,1968,3,71.4
Utah,1968,4,64.4
Utah,1968,5,58.4
Utah,1968,6,49
Utah,1968,7,35.6
Utah,1968,8,24.2
Utah,1969,9,30.8
Utah,1969,10,28.7
Utah,1969,11,32.3
Utah,1969,12,46.5
Utah,1969,1,59.4
Utah,1969,2,61.2
Utah,1969,3,71.9
Utah,1969,4,72.8
Utah,1969,5,63.4
Utah,1969,6,43.3
Utah,1969,7,35.6
Utah,1969,8,30.4
Utah,1970,9,28.8
Utah,1970,10,36.2
Utah,1970,11,35.6
Utah,1970,12,39.7
Utah,1970,1,55.4
Utah,1970,2,63.8
Utah,1970,3,71.7
Utah,1970,4,71.9
Utah,1970,5,57
Utah,1970,6,44.4
Utah,1970,7,37.9
Utah,1970,8,27
Utah,1971,9,28.3
Utah,1971,10,30.9
Utah,1971,11,36.3
Utah,1971,12,44.7
Utah,1971,1,52.4
Utah,1971,2,64.4
Utah,1971,3,72.5
Utah,1971,4,71.3
Utah,1971,5,57
Utah,1971,6,45.3
Utah,1971,7,33.1
Utah,1971,8,23.5
Utah,1972,9,28.2
Utah,1972,10,34.1
Utah,1972,11,43.7
Utah,1972,12,45.8
Utah,1972,1,55.8
Utah,1972,2,65.7
Utah,1972,3,72.2
Utah,1972,4,68.8
Utah,1972,5,59.3
Utah,1972,6,48.6
Utah,1972,7,33.5
Utah,1972,8,21.2
Utah,1973,9,17.5
Utah,1973,10,27.2
Utah,1973,11,34.2
Utah,1973,12,41.9
Utah,1973,1,55.7
Utah,1973,2,63.7
Utah,1973,3,70.6
Utah,1973,4,69.9
Utah,1973,5,58.5
Utah,1973,6,49.7
Utah,1973,7,36.3
Utah,1973,8,29.3
Utah,1974,9,21.7
Utah,1974,10,25.7
Utah,1974,11,41.6
Utah,1974,12,43.6
Utah,1974,1,57.5
Utah,1974,2,68.2
Utah,1974,3,71.7
Utah,1974,4,68.3
Utah,1974,5,61.1
Utah,1974,6,50.1
Utah,1974,7,37.1
Utah,1974,8,26.2
Utah,1975,9,24.1
Utah,1975,10,29.4
Utah,1975,11,35.6
Utah,1975,12,38.8
Utah,1975,1,50.4
Utah,1975,2,60.6
Utah,1975,3,71.7
Utah,1975,4,67.2
Utah,1975,5,60.5
Utah,1975,6,47.8
Utah,1975,7,33.9
Utah,1975,8,28.6
Utah,1976,9,25.8
Utah,1976,10,33.2
Utah,1976,11,33.3
Utah,1976,12,44.4
Utah,1976,1,56.8
Utah,1976,2,62.9
Utah,1976,3,72.9
Utah,1976,4,67.2
Utah,1976,5,61.1
Utah,1976,6,46.9
Utah,1976,7,37.8
Utah,1976,8,27.5
Utah,1977,9,24.8
Utah,1977,10,33.1
Utah,1977,11,33.8
Utah,1977,12,48.5
Utah,1977,1,51.6
Utah,1977,2,68.7
Utah,1977,3,71.8
Utah,1977,4,70.1
Utah,1977,5,61.9
Utah,1977,6,51
Utah,1977,7,38.4
Utah,1977,8,33.6
Utah,1978,9,29.8
Utah,1978,10,32.2
Utah,1978,11,42.2
Utah,1978,12,45.8
Utah,1978,1,52.3
Utah,1978,2,64.6
Utah,1978,3,71.9
Utah,1978,4,68.4
Utah,1978,5,59.4
Utah,1978,6,52.1
Utah,1978,7,34.7
Utah,1978,8,20.9
Utah,1979,9,17.8
Utah,1979,10,25.9
Utah,1979,11,36.2
Utah,1979,12,45.1
Utah,1979,1,54.7
Utah,1979,2,64
Utah,1979,3,71.7
Utah,1979,4,68.3
Utah,1979,5,64.5
Utah,1979,6,52
Utah,1979,7,30.8
Utah,1979,8,28.7
Utah,1980,9,29.7
Utah,1980,10,33.2
Utah,1980,11,35.2
Utah,1980,12,45.8
Utah,1980,1,51.8
Utah,1980,2,63.9
Utah,1980,3,72.5
Utah,1980,4,68.5
Utah,1980,5,60.8
Utah,1980,6,48.2
Utah,1980,7,37.7
Utah,1980,8,34.4
Utah,1981,9,31.8
Utah,1981,10,34
Utah,1981,11,38.4
Utah,1981,12,49.6
Utah,1981,1,53.6
Utah,1981,2,67.3
Utah,1981,3,72.8
Utah,1981,4,70.7
Utah,1981,5,63.2
Utah,1981,6,46.8
Utah,1981,7,39.8
Utah,1981,8,32.1
Utah,1982,9,25.2
Utah,1982,10,28.8
Utah,1982,11,37.6
Utah,1982,12,42.8
Utah,1982,1,53.5
Utah,1982,2,62.5
Utah,1982,3,70
Utah,1982,4,70.9
Utah,1982,5,60
Utah,1982,6,44.7
Utah,1982,7,33.7
Utah,1982,8,26.9
Utah,1983,9,29.8
Utah,1983,10,33.5
Utah,1983,11,38.7
Utah,1983,12,40.2
Utah,1983,1,51.3
Utah,1983,2,62.3
Utah,1983,3,70
Utah,1983,4,70.4
Utah,1983,5,62.8
Utah,1983,6,50.4
Utah,1983,7,36.6
Utah,1983,8,27.2
Utah,1984,9,20.4
Utah,1984,10,24.7
Utah,1984,11,35.3
Utah,1984,12,42.2
Utah,1984,1,57.9
Utah,1984,2,62.1
Utah,1984,3,71.5
Utah,1984,4,69.8
Utah,1984,5,61.3
Utah,1984,6,43.5
Utah,1984,7,36
Utah,1984,8,25.7
Utah,1985,9,23.1
Utah,1985,10,24.7
Utah,1985,11,35.8
Utah,1985,12,49.1
Utah,1985,1,56.9
Utah,1985,2,66.8
Utah,1985,3,72.8
Utah,1985,4,69.8
Utah,1985,5,56.7
Utah,1985,6,48.5
Utah,1985,7,33.8
Utah,1985,8,25.8
Utah,1986,9,30.9
Utah,1986,10,36.2
Utah,1986,11,44.2
Utah,1986,12,45.9
Utah,1986,1,54.6
Utah,1986,2,68.1
Utah,1986,3,69.6
Utah,1986,4,71.6
Utah,1986,5,56.4
Utah,1986,6,47.2
Utah,1986,7,37.5
Utah,1986,8,29
Utah,1987,9,24.4
Utah,1987,10,32.5
Utah,1987,11,36.5
Utah,1987,12,50.2
Utah,1987,1,56.3
Utah,1987,2,67
Utah,1987,3,69.3
Utah,1987,4,68.3
Utah,1987,5,61.6
Utah,1987,6,52.6
Utah,1987,7,36.2
Utah,1987,8,25.9
Utah,1988,9,21.9
Utah,1988,10,30.8
Utah,1988,11,36.6
Utah,1988,12,47.3
Utah,1988,1,54.8
Utah,1988,2,68.6
Utah,1988,3,74.1
Utah,1988,4,70.2
Utah,1988,5,59.6
Utah,1988,6,55.4
Utah,1988,7,36.7
Utah,1988,8,25.6
Utah,1989,9,20.8
Utah,1989,10,25.8
Utah,1989,11,42.8
Utah,1989,12,51.5
Utah,1989,1,56.1
Utah,1989,2,64
Utah,1989,3,74.5
Utah,1989,4,68.6
Utah,1989,5,61.7
Utah,1989,6,49.4
Utah,1989,7,38.6
Utah,1989,8,29.1
Utah,1990,9,28.4
Utah,1990,10,29.3
Utah,1990,11,41.5
Utah,1990,12,50
Utah,1990,1,54.1
Utah,1990,2,67.1
Utah,1990,3,72.7
Utah,1990,4,69.7
Utah,1990,5,65.1
Utah,1990,6,49.7
Utah,1990,7,36.9
Utah,1990,8,19.8
Utah,1991,9,22.6
Utah,1991,10,34.7
Utah,1991,11,36.2
Utah,1991,12,43.2
Utah,1991,1,52.5
Utah,1991,2,63.5
Utah,1991,3,72.3
Utah,1991,4,70.8
Utah,1991,5,61.3
Utah,1991,6,50.9
Utah,1991,7,35.3
Utah,1991,8,26.4
Utah,1992,9,24.7
Utah,1992,10,34.9
Utah,1992,11,42
Utah,1992,12,52.7
Utah,1992,1,58.8
Utah,1992,2,64.4
Utah,1992,3,69.3
Utah,1992,4,70.6
Utah,1992,5,62.2
Utah,1992,6,52.8
Utah,1992,7,31.9
Utah,1992,8,23.4
Utah,1993,9,25.6
Utah,1993,10,28.1
Utah,1993,11,40.4
Utah,1993,12,45.3
Utah,1993,1,57.2
Utah,1993,2,61.4
Utah,1993,3,67.9
Utah,1993,4,67.8
Utah,1993,5,60.5
Utah,1993,6,48
Utah,1993,7,32.1
Utah,1993,8,27.7
Utah,1994,9,30.9
Utah,1994,10,29.8
Utah,1994,11,42.4
Utah,1994,12,47.5
Utah,1994,1,57.8
Utah,1994,2,69.4
Utah,1994,3,74.1
Utah,1994,4,73.2
Utah,1994,5,63.4
Utah,1994,6,47.6
Utah,1994,7,30.6
Utah,1994,8,29.4
Utah,1995,9,29.4
Utah,1995,10,39.3
Utah,1995,11,39.6
Utah,1995,12,44
Utah,1995,1,50.6
Utah,1995,2,59.9
Utah,1995,3,69.9
Utah,1995,4,71.8
Utah,1995,5,62.6
Utah,1995,6,49.1
Utah,1995,7,41.9
Utah,1995,8,31.9
Utah,1996,9,29.2
Utah,1996,10,34.1
Utah,1996,11,40
Utah,1996,12,46.4
Utah,1996,1,56.9
Utah,1996,2,67.9
Utah,1996,3,74.2
Utah,1996,4,71.7
Utah,1996,5,59
Utah,1996,6,48
Utah,1996,7,37.6
Utah,1996,8,30
Utah,1997,9,27.3
Utah,1997,10,29.5
Utah,1997,11,41.6
Utah,1997,12,42.8
Utah,1997,1,58
Utah,1997,2,65.2
Utah,1997,3,69.8
Utah,1997,4,70.2
Utah,1997,5,61.7
Utah,1997,6,48.4
Utah,1997,7,37.3
Utah,1997,8,26.4
Utah,1998,9,31.8
Utah,1998,10,31.5
Utah,1998,11,38.1
Utah,1998,12,43.4
Utah,1998,1,53.7
Utah,1998,2,60
Utah,1998,3,73.6
Utah,1998,4,71.6
Utah,1998,5,63
Utah,1998,6,47.8
Utah,1998,7,38
Utah,1998,8,27
Utah,1999,9,31.9
Utah,1999,10,34
Utah,1999,11,41.9
Utah,1999,12,41.7
Utah,1999,1,52.8
Utah,1999,2,64
Utah,1999,3,71.7
Utah,1999,4,69.1
Utah,1999,5,59.8
Utah,1999,6,51.8
Utah,1999,7,42.4
Utah,1999,8,28.8
Utah,2000,9,31.9
Utah,2000,10,36
Utah,2000,11,38.8
Utah,2000,12,51
Utah,2000,1,59.3
Utah,2000,2,67.3
Utah,2000,3,74
Utah,2000,4,73
Utah,2000,5,62
Utah,2000,6,49.1
Utah,2000,7,29.8
Utah,2000,8,30.4
Utah,2001,9,26.3
Utah,2001,10,31.7
Utah,2001,11,41.4
Utah,2001,12,47
Utah,2001,1,59.3
Utah,2001,2,67.1
Utah,2001,3,72.9
Utah,2001,4,72.4
Utah,2001,5,65.2
Utah,2001,6,52.2
Utah,2001,7,39.3
Utah,2001,8,25
Utah,2002,9,26.1
Utah,2002,10,29
Utah,2002,11,36
Utah,2002,12,49.7
Utah,2002,1,56.3
Utah,2002,2,68.7
Utah,2002,3,76.2
Utah,2002,4,70.7
Utah,2002,5,61
Utah,2002,6,47
Utah,2002,7,35.9
Utah,2002,8,29.3
Utah,2003,9,35.2
Utah,2003,10,31
Utah,2003,11,40.3
Utah,2003,12,45.8
Utah,2003,1,57.4
Utah,2003,2,66
Utah,2003,3,77.2
Utah,2003,4,72.7
Utah,2003,5,62.2
Utah,2003,6,55
Utah,2003,7,34.1
Utah,2003,8,30.3
Utah,2004,9,24.2
Utah,2004,10,27.8
Utah,2004,11,45.6
Utah,2004,12,48
Utah,2004,1,57
Utah,2004,2,66.1
Utah,2004,3,72.2
Utah,2004,4,68.6
Utah,2004,5,60.2
Utah,2004,6,48.9
Utah,2004,7,35.7
Utah,2004,8,30.1
Utah,2005,9,32.6
Utah,2005,10,33.5
Utah,2005,11,39
Utah,2005,12,45.9
Utah,2005,1,56
Utah,2005,2,61.8
Utah,2005,3,74.8
Utah,2005,4,69
Utah,2005,5,60.8
Utah,2005,6,50.4
Utah,2005,7,39
Utah,2005,8,29.2
Utah,2006,9,29.9
Utah,2006,10,31.5
Utah,2006,11,36.3
Utah,2006,12,48.4
Utah,2006,1,58.9
Utah,2006,2,68.8
Utah,2006,3,75
Utah,2006,4,69.7
Utah,2006,5,58.1
Utah,2006,6,47.3
Utah,2006,7,38.2
Utah,2006,8,27.9
Utah,2007,9,22.4
Utah,2007,10,34.3
Utah,2007,11,43
Utah,2007,12,48.3
Utah,2007,1,57.7
Utah,2007,2,68.2
Utah,2007,3,76.2
Utah,2007,4,72.8
Utah,2007,5,61.7
Utah,2007,6,48.9
Utah,2007,7,40.6
Utah,2007,8,24.6
Utah,2008,9,22.8
Utah,2008,10,30.5
Utah,2008,11,37.2
Utah,2008,12,43.1
Utah,2008,1,52.8
Utah,2008,2,65
Utah,2008,3,74.1
Utah,2008,4,71.6
Utah,2008,5,61.9
Utah,2008,6,50.4
Utah,2008,7,40.9
Utah,2008,8,27
Utah,2009,9,29.5
Utah,2009,10,33.1
Utah,2009,11,39.2
Utah,2009,12,45.3
Utah,2009,1,58.7
Utah,2009,2,62
Utah,2009,3,73.2
Utah,2009,4,69.7
Utah,2009,5,64.3
Utah,2009,6,45.7
Utah,2009,7,39
Utah,2009,8,21.6
Utah,2010,9,27
Utah,2010,10,29.9
Utah,2010,11,38
Utah,2010,12,44.7
Utah,2010,1,50.2
Utah,2010,2,65.4
Utah,2010,3,73.1
Utah,2010,4,69.3
Utah,2010,5,63.8
Utah,2010,6,51.1
Utah,2010,7,34.8
Utah,2010,8,32.5
Utah,2011,9,25.4
Utah,2011,10,28.6
Utah,2011,11,39.4
Utah,2011,12,43.5
Utah,2011,1,50.8
Utah,2011,2,63.3
Utah,2011,3,71.8
Utah,2011,4,72.5
Utah,2011,5,63.2
Utah,2011,6,50
Utah,2011,7,36
Utah,2011,8,26.8
Utah,2012,9,31
Utah,2012,10,31.7
Utah,2012,11,42.6
Utah,2012,12,49.6
Utah,2012,1,58
Utah,2012,2,68.7
Utah,2012,3,73.2
Utah,2012,4,73
Utah,2012,5,63.6
Utah,2012,6,50.9
Utah,2012,7,41.2
Utah,2012,8,27.8
Utah,2013,9,19.7
Utah,2013,10,27.6
Utah,2013,11,41
Utah,2013,12,45
Utah,2013,1,56
Utah,2013,2,69.2
Utah,2013,3,74.6
Utah,2013,4,71
Utah,2013,5,61.4
Utah,2013,6,46.4
Utah,2013,7,38
Utah,2013,8,23.1
Utah,2014,9,30.4
Utah,2014,10,35.7
Utah,2014,11,41
Utah,2014,12,46.7
Utah,2014,1,56.5
Utah,2014,2,66
Utah,2014,3,74.6
Utah,2014,4,67.7
Utah,2014,5,64.2
Utah,2014,6,53.1
Utah,2014,7,37.7
Utah,2014,8,31.7
Utah,2015,9,32.1
Utah,2015,10,38.9
Utah,2015,11,44.9
Utah,2015,12,47.1
Utah,2015,1,53.8
Utah,2015,2,70
Utah,2015,3,70.1
Utah,2015,4,71
Utah,2015,5,65.5
Utah,2015,6,54.3
Utah,2015,7,34.5
Utah,2015,8,26.6
Utah,2016,9,26.6
Utah,2016,10,33.7
Utah,2016,11,42.2
Utah,2016,12,47.9
Utah,2016,1,54.4
Utah,2016,2,70.9
Utah,2016,3,73.7
Utah,2016,4,70.1
Utah,2016,5,61.1
Utah,2016,6,53.2
Utah,2016,7,41.6
Utah,2016,8,27.4
Utah,2017,9,25.9
Utah,2017,10,36.5
Utah,2017,11,45.3
Utah,2017,12,45.9
Utah,2017,1,55.6
Utah,2017,2,69.4
Utah,2017,3,75.1
Utah,2017,4,71.5
Utah,2017,5,60.8
Utah,2017,6,48.1
Utah,2017,7,43
Utah,2017,8,31.5
Utah,2018,9,33
Utah,2018,10,32.4
Utah,2018,11,39.2
Utah,2018,12,48.9
Vermont,1950,1,23.8
Vermont,1950,2,14.7
Vermont,1950,3,20.9
Vermont,1950,4,37.2
Vermont,1950,5,52.8
Vermont,1950,6,62.2
Vermont,1950,7,65.2
Vermont,1950,8,62.7
Vermont,1950,9,52.4
Vermont,1950,10,47.4
Vermont,1950,11,37.4
Vermont,1950,12,22.8
Vermont,1951,1,19.6
Vermont,1951,2,21.2
Vermont,1951,3,29.2
Vermont,1951,4,41.8
Vermont,1951,5,52.7
Vermont,1951,6,60.3
Vermont,1951,7,65.8
Vermont,1951,8,62.3
Vermont,1951,9,56.2
Vermont,1951,10,46.9
Vermont,1951,11,28.9
Vermont,1951,12,21.1
Vermont,1952,1,18.6
Vermont,1952,2,20.9
Vermont,1952,3,27.8
Vermont,1952,4,42.9
Vermont,1952,5,48.6
Vermont,1952,6,62.2
Vermont,1952,7,68.6
Vermont,1952,8,64.4
Vermont,1952,9,57.6
Vermont,1952,10,42.3
Vermont,1952,11,35.2
Vermont,1952,12,23.9
Vermont,1953,1,22.1
Vermont,1953,2,22.8
Vermont,1953,3,30.7
Vermont,1953,4,41.4
Vermont,1953,5,54.6
Vermont,1953,6,62.6
Vermont,1953,7,66.8
Vermont,1953,8,62.7
Vermont,1953,9,56.6
Vermont,1953,10,46.6
Vermont,1953,11,38.2
Vermont,1953,12,28.1
Vermont,1954,1,11.7
Vermont,1954,2,24.2
Vermont,1954,3,27.2
Vermont,1954,4,41.1
Vermont,1954,5,50.8
Vermont,1954,6,61.8
Vermont,1954,7,63.1
Vermont,1954,8,60.8
